brand,title,rating,totalReviews,price,originalPrice
Samsung,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version (Midnight Black) - US Warranty [SM-G955UZKAXAA]",3.7,793,399.98,589.99
Samsung,Samsung Galaxy S8 G950U 64GB AT&T GSM Unlocked Phone - Orchid Grey,2.5,4,319.99,0.0
Samsung,"Samsung Galaxy S8 64GB Phone- 5.8"" display - AT&T Unlocked (Midnight Black)",3.5,48,414.98,0.0
Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Gold (Certified Refurbished),2.8,5,234.95,0.0
Samsung,Samsung Galaxy S7 Edge G935A 32GB Unlocked GSM Smartphone w/12MP Camera - Black,3.5,25,249.95,0.0
Sony,"Sony Xperia XZ Premium - Unlocked Smartphone - 5.5"", 64GB - Dual SIM - Pink (US Warranty)",4.0,169,495.0,0.0
Samsung,"Samsung Galaxy S8+, 6.2"" 64GB (Verizon Wireless) - Midnight Black",4.1,54,729.99,0.0
Samsung,Samsung Galaxy J3 Emerge J327P SILVER Android Cell Phone - SPRINT,5.0,1,0.0,0.0
HUAWEI,"Huawei E8372h-608 Unlocked 150 Mbps 4G LTE WiFi USB Wingle (4G LTE in USA (AT&T only), Europe, Asia, Middle East and Africa) (White, Telenor Logo)",3.2,42,64.9,0.0
Motorola,Verizon Motorola Moto E4 Plus Carrier Locked Prepaid Phone,3.8,28,129.99,0.0
Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MAPLE GOLD),4.1,112,449.99,0.0
Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MIDNIGHT BLACK),4.0,480,450.11,0.0
Sony,Sony Xperia XA1 Ultra G3223 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP - Gold,3.6,313,299.0,0.0
Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)",3.5,12,284.99,549.99
Samsung,"Samsung Galaxy J7 4G LTE 5"" 16 GB GSM Unlocked - Black",3.6,27,0.0,0.0
Samsung,Samsung Galaxy S6 (SM-G920V) - 32GB Verizon + GSM Smartphone - Black Sapphire (Renewed),3.7,173,139.99,0.0
Motorola,Verizon Motorola Moto E4 Prepaid Phone - Carrier Locked to Verizon Prepaid,4.1,47,69.93,0.0
Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)",3.8,48,151.99,0.0
Samsung,Samsung Galaxy S8 Plus 64GB Orchid Gray AT&T,3.5,4,409.97,0.0
Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,3.7,558,109.0,179.0
Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile Unlocked GSM,3.2,26,0.0,0.0
Samsung,Samsung Galaxy S7 G930A 32GB Black Onyx - Unlocked GSM,3.7,92,239.99,0.0
Samsung,Samsung Galaxy Tab S2 8.0 inch - 32 GB Tablet (Black) SM-T713 WiFi - (Certified Refurbished),3.8,3,189.95,0.0
Samsung,"Samsung Galaxy J3 Prime SM-J327T 4G LTE 7.0 Nougat 5"" Smartphone (T-Mobile) - Black",2.9,13,119.99,0.0
Samsung,"Samsung Galaxy S8 (64GB) G950U 5.8"" 4G LTE Unlocked (GSM + CDMA, US WARRANTY) (Midnight Black)",2.4,16,0.0,0.0
Google,Google Pixel 1st Gen 32GB Factory Unlocked GSM/CDMA Smartphone for AT&T + T-Mobile + Verizon Wireless + Sprint (Quite Black),3.3,33,169.99,189.0
Samsung,"Samsung Galaxy J3 Prime J327A 16GB 4G LTE 7.0 Nougat 5"" GSM Unlocked - Black",3.7,183,128.79,0.0
Samsung,Samsung Galaxy S8 64GB SM-G950U Midnight Black - Sprint (Renewed),3.2,9,299.95,0.0
Google,"Google Pixel GSM Unlocked (Renewed) (32GB, Gray)",2.9,319,109.95,0.0
Samsung,Samsung Galaxy S8 64GB SM-G950U Orchid Gray - Sprint (Renewed),3.9,11,309.95,477.95
Motorola,Motorola Moto Z2 4G LTE XT1710-09 Dual Sim Unlocked 64GB 4GB RAM Octa Core Fingerprint 5.5 International Version,3.2,5,296.0,0.0
Samsung,"Samsung Galaxy J3 Prime J327A | (16GB, 1.5 RAM) | 5"" Full HD Display | Dual Camera | 2,600 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked Smartphone - (Silver)",3.7,45,129.99,0.0
Motorola,Motorola XT1775 Moto E Plus (4th Gen.) 32GB Unlocked Fine Gold Smartphone,4.2,336,244.45,0.0
Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",3.8,452,199.95,210.0
Google,"Google Pixel GSM Unlocked (Renewed) (128GB, Silver)",3.2,41,139.95,0.0
Apple,"Apple iPhone 6S, 16GB, Gold - For AT&T / T-Mobile (Renewed)",3.5,58,138.0,0.0
Samsung,Samsung Convoy 4 B690 Rugged Water-Resistant Verizon Flip Phone w/ 5MP Camera - Blue (Renewed),2.5,6,49.99,59.99
Apple,"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",3.9,30,199.37,208.99
Samsung,Samsung Galaxy Tab 4 T237P 7.0-inch 16GB Sprint 4G LTE Android Tablet PC - Black (Certified Refurbished),1.0,1,138.95,0.0
Samsung,Samsung Galaxy S7 G930A 32GB Unlocked GSM 4G LTE Quad-Core Phone w/ 12MP Camera - Rose Gold (Renewed),4.5,6,167.99,0.0
Samsung,Samsung J327V Eclipse Verizon (Black),4.2,16,139.0,0.0
Samsung,Samsung Galaxy S7 Edge Verizon Wireless CDMA 4G LTE Smartphone w/ 12MP Camera and Infinity Screen - Silver,3.6,16,499.99,0.0
Samsung,Total Wireless Samsung Galaxy S8+ 4G LTE Prepaid Smartphone,5.0,2,743.48,0.0
HUAWEI,"Huawei Y5 Lite 2017 CRO-L23 5.0"" 4G LTE Quad Core 8GB 8MP Smarthphone Factory Unlocked (Grey) (International Version- No Warranty)",4.1,12,89.9,0.0
Sony,"Sony Xperia XZ1 Factory Unlocked Phone - 5.2"" Full HD HDR Display - 64GB - Venus Pink (U.S. Warranty)",3.8,81,269.99,0.0
Samsung,Samsung Galaxy S8 SM-G950UZVAATT - AT&T - Midnight Black (Renewed),2.8,4,269.99,0.0
Motorola,Motorola MOTO G5S Plus XT1806 32GB Factory Unlocked Cell Phone Blush Gold,4.4,11,0.0,0.0
Motorola,"Motorola XT1806 Factory Unlocked Phone - 5.5"" Screen - 64GB - Blush Gold (U.S. Warranty)",4.5,10,299.99,0.0
Motorola,"Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2"" - Super Black - PA8S0006US",4.1,184,261.84,0.0
Motorola,Motorola Moto Z2 Force XT1789 64GB ATT only (Super Black),3.5,20,0.0,0.0
Motorola,Motorola Moto Z2 Play XT1710-06 - 64GB Single SIM Factory Unlocked Smartphone (Dark Gray - International Version),3.9,11,195.0,0.0
Samsung,Samsung Galaxy Note8 N950U 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,3.9,546,866.36,0.0
Samsung,Samsung Galaxy Tab E 8in 16GB 4G LTE AT&T Unlocked Android 5.1.1 Lollipop (Renewed),2.9,22,114.55,0.0
Nokia,Nokia 105 [2017] TA-1037 Only 2G Dual-Band (850/1900) Factory Unlocked Mobile Phone Black no warranty (White),3.0,133,34.99,0.0
Samsung,Samsung Galaxy S8 SM-G950UZSAVZW - Verizon - Coral Blue (Renewed) …,5.0,2,289.95,0.0
Nokia,Nokia 3310 3G - Unlocked Single SIM Feature Phone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 2.4 Inch Screen - Charcoal,3.4,497,54.99,59.0
Nokia,"Nokia 2 - Android - 8GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5"" Screen - Black - U.S. Warranty",3.1,359,194.97,0.0
Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Black,4.1,41,287.32,0.0
Sony,"Sony Xperia XA1 Plus - Unlocked Smartphone - 5.5"", 32GB - Blue (US Warranty)",3.7,34,255.0,0.0
Motorola,Motorola Moto Z2 Force XT1789 64GB Lunar Gray T-Mobile,3.7,56,0.0,0.0
Samsung,Samsung Galaxy Note 8 SM-N950U 64GB Gray Verizon Unlocked -Excellent,4.4,54,370.99,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 64GB White - T-Mobile (Certified Refurbished),5.0,1,202.95,0.0
Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Smartphone w/ 12MP Camera - Orchid Gray,3.6,19,429.97,0.0
Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Arctic Silver,2.6,6,479.98,0.0
Samsung,Samsung Galaxy Note 8 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,3.7,104,407.99,0.0
Samsung,Samsung Galaxy S8+ G955U 64GB T-Mobile GSM Smartphone w/ 12MP Camera - Arctic Silver,3.8,2,439.98,0.0
Samsung,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Midnight Black,3.3,10,448.97,0.0
Apple,"Apple iPhone SE, 32GB, Gold - For AT&T / T-Mobile (Renewed)",3.8,61,151.79,249.99
Samsung,Samsung Galaxy S8 64GB G950U AT&T Unlocked - Arctic Silver (Renewed),4.1,8,270.95,0.0
Google,Google Pixel 2 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,4.0,153,0.0,0.0
Google,"Google Pixel 2 GSM/CDMA Google Unlocked (Clearly White, 64GB, US warranty)",4.0,153,338.99,0.0
Google,Google Pixel 2 XL 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,4.1,153,409.88,0.0
Google,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,3.7,66,392.0,0.0
Nokia,Nokia 3310 TA-1036 Unlocked GSM 3G Android Phone - Charcoal,4.0,7,58.9,0.0
Nokia,Nokia 3310 TA-1036 Unlocked GSM 3G (At&T Tmobile Metro PCS Mint Latin Caribbean) - Warm Red,3.7,15,0.0,0.0
Samsung,Samsung Galaxy S8 Orchid Gray 64GB Verizon and GSM Factory Unlocked 4G LTE (Renewed),3.9,1,269.0,0.0
Apple,"Apple iPhone 8 64GB GSM Unlocked Smartphone, RED (Renewed)",4.1,26,334.98,499.99
Samsung,Samsung Galaxy S8 64GB Phone - 5.8in Unlocked Smartphone - Midnight Black (Renewed),4.1,167,269.99,0.0
Google,"Google Pixel 32GB Phone, Very Silver, 5"" (Renewed)",3.5,32,100.0,109.99
Google,Google GA00139-US Pixel 2 64GB Just Black Verizon Wireless Smartphone,3.7,23,0.0,0.0
Samsung,Samsung Galaxy Note 8 N950 Factory Unlocked Phone 64GB Midnight Black (Renewed),4.0,891,330.95,0.0
Apple,"Apple iPhone 8, GSM Unlocked, 256GB - Space Gray (Renewed)",4.0,96,349.8,379.99
Apple,"Apple iPhone X, 256GB, Silver - For AT&T / T-Mobile (Renewed)",3.9,436,479.0,749.99
Apple,Apple iPhone 8 Plus 64GB Unlocked GSM Phone - Space Gray (Renewed),4.0,176,374.99,0.0
Apple,"Apple iPhone 8, 64GB, Silver - Fully Unlocked (Renewed)",4.0,1,311.97,0.0
Apple,"Apple iPhone 8, 64GB, Gold - Fully Unlocked (Renewed)",4.0,1,307.8,0.0
Apple,"Apple iPhone 8, GSM Unlocked, 64GB - Gold (Renewed)",4.2,72,299.0,319.99
Apple,"Apple iPhone X, Unlocked 5.8"", 64GB - Space Gray (Renewed)",3.9,442,448.95,0.0
Apple,"Apple iPhone X, GSM Unlocked, 256GB - Silver (Renewed)",3.8,139,499.99,735.0
HUAWEI,Modem Huawei USB 3G H+ GSM Unlocked K4605 (E372) USA Latin & Caribbean Europe Bands 850/900/1900 mhz BAM,3.3,4,24.5,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - Sapphire Black,3.2,24,0.0,0.0
Samsung,Samsung Galaxy Note 8 N950U 64GB - Sprint (Midnight Black),4.0,10,479.98,0.0
Apple,"Apple MGLW2LL/A iPad Air 2 9.7-Inch Retina Display, 16GB, Wi-Fi (Silver) (Renewed)",4.2,124,211.39,0.0
Samsung,Samsung Galaxy S7 G930T T-Mobile Unlocked GSM - Gold,4.0,44,0.0,0.0
Apple,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),3.6,8,256.82,0.0
Apple,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Rose Gold (Renewed),2.1,2,229.99,245.0
Apple,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Silver (Renewed),3.6,17,329.97,0.0
Samsung,Samsung Galaxy G550T On5 GSM Unlocked 4G LTE Android (Does Not Work With Metro PCS) Smartphone - White - (Renewed),2.5,32,94.99,0.0
Samsung,Samsung Galaxy S7 Active 32GB Camo Green GSM Unlocked,3.3,31,0.0,0.0
Apple,"Apple iPhone 6S Plus, 64GB, Silver - Fully Unlocked (Renewed)",3.8,12,258.8,349.99
Samsung,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",3.8,606,199.0,0.0
Sony,"Sony Xperia XA2 Ultra Factory Unlocked Phone - 6"" Screen - 32GB - Silver (U.S. Warranty)",3.8,304,399.99,0.0
Sony,"Sony Xperia L2, Unlocked, 32GB - Black (U.S. Warranty)",3.8,71,249.99,0.0
Samsung,Samsung Galaxy S8 - Unlocked - Midnight Black (Renewed),4.0,1,264.99,0.0
Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",3.7,363,155.99,174.69
Samsung,Samsung DeX Wireless Qi Desktop Charging Dock Station EE-MG950 Galaxy S8 + Note8 (Renewed),4.2,63,36.89,0.0
Samsung,Samsung Galaxy S8 Plus Unlocked 64GB (Midnight Black) - (Renewed),4.0,1,298.95,0.0
Samsung,"Straight Talk Samsung Galaxy J7 Sky Pro 16GB Prepaid Smartphone, Black (Locked)",3.9,44,0.0,0.0
Apple,"Apple iPad 2 MC774LL/A Tablet (32GB, Wifi + AT&T 3G, Black) 2nd Generation (Renewed)",3.2,5,129.6,0.0
Samsung,Samsung Galaxy S7 32gb Gold AT&T,4.0,37,0.0,0.0
Google,Google Pixel 2 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Kinda Blue,3.7,9,0.0,0.0
Motorola,Motorola Moto G5S Plus XT1805 4G LTE Unlocked GSM 32GB 4GB RAm Octa Core Dual 13MP International Version No Warranty,3.5,56,175.0,0.0
Apple,"Apple iPad Air MF003LL/A (32GB, Wi-Fi + AT&T, Black with Space Gray) OLD VERSION (Renewed)",5.0,7,166.19,189.85
Apple,"Apple iPhone 7, 128GB, Red - For AT&T / T-Mobile (Renewed)",3.3,58,234.35,0.0
Samsung,Samsung Galaxy S8 Active 64GB SM-G892A Unlocked GSM - Meteor Gray (Renewed),3.9,185,274.95,0.0
ASUS,ASUS ZenFone Max Plus ZB570TL-MT67-3G32G-BL - 5.7” 1920x1080-3GB RAM - 32GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Silver,3.5,155,229.0,0.0
HUAWEI,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),4.3,2,349.99,0.0
Sony,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone (International Version) (Black)",3.7,9,0.0,0.0
Samsung,Samsung Galaxy S7 Edge 32GB G935A GSM Unlocked - Pink Gold,3.2,2,0.0,0.0
Google,"Google Pixel 2 XL 128 GB, Black (Renewed)",4.1,292,219.99,0.0
Google,"Google Pixel 2 XL 64 GB, Black (Renewed)",4.1,254,189.96,210.67
HUAWEI,Huawei Nexus 6p 128GB - Factory Unlocked Phone - Frost (Certified Refurbished),2.6,3,129.95,0.0
Samsung,Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black,4.1,2,499.99,599.99
Apple,"Apple iPhone 7, 32GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.9,243,199.0,206.9
HUAWEI,"Huawei P Smart (32GB) 5.6"" Fullview Display & Dual Camera's, 4G LTE Dual-SIM Factory Unlocked w/ Fingerprint Scanner FIG-L23 International Model, No Warranty (Black)",4.4,34,179.99,0.0
Google,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Black & White,3.3,17,0.0,0.0
Google,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,4.0,24,0.0,0.0
Google,Google Pixel XL 128GB Silver (Unlocked) - (Renewed),4.1,33,154.95,0.0
Nokia,"Nokia 5 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue",3.8,45,89.0,0.0
Nokia,"Nokia 5 (16GB, 2GB RAM) 5.2"" Polarized HD Display, Android 9.0 Pie, Dual SIM GSM (AT&T/T-Mobile/MetroPCS/Cricket/Mint) Unlocked Smartphone (Silver)",3.8,31,99.0,139.0
HUAWEI,"Huawei Ascend XT 2 | (16GB, 2GB RAM) | 5.5"" IPS Display | Dual Camera | 4000 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked | Smartphone - Silver",3.9,79,99.99,0.0
Samsung,"Samsung Galaxy S8+, 6.2"" 64GB SPRINT Midnight Black",3.3,3,899.99,0.0
Samsung,"Samsung Galaxy S9 (SM-G960F/DS) 4GB / 64GB 5.8-inches LTE Dual SIM (GSM Only, No CDMA) Factory Unlocked - International Stock No Warranty (Midnight Black, Phone Only)",4.3,122,519.0,0.0
Samsung,Samsung Galaxy S6 Edge G925T 64GB Gold Platinum - T-Mobile,2.4,2,0.0,0.0
Samsung,Samsung Galaxy S6 Edge G925T 64GB White Pearl - T-Mobile,2.0,1,0.0,0.0
HUAWEI,"Huawei R216 150 Mbps 4G LTE Mobile WiFi Hotspot Router (4G LTE in USA AT&T Europe, Asia, Middle East & Africa Digitel Orange)",3.0,1,49.9,0.0
Samsung,"Samsung Galaxy S9 Single SIM 64GB SM-G9600 Factory Unlocked 4G Smartphone (Midnight Black) -International Version - No Warranty in The USA - GSM ONLY, NO CDMA",3.9,95,449.0,0.0
Sony,"Sony Xperia XZ2 Unlocked Smarphone - Dual SIM - 5.7"" Screen - 64GB - Liquid Silver (US Warranty)",3.9,45,499.99,0.0
Samsung,"Samsung Galaxy S9 Plus (6.2"", Dual SIM) 64GB SM-G965F/DS Factory Unlocked LTE Smartphone (Lilac Purple) - International Version",4.3,25,619.99,0.0
Samsung,Samsung Galaxy S9 Smartphone -Lilac Purple - GSM Only - International Version,3.5,8,445.66,0.0
Samsung,Samsung Galaxy S9+ Smartphone -Lilac Purple - Carrier Locked - Sprint,3.8,11,0.0,0.0
Samsung,Samsung Galaxy S9+ Smartphone - Midnight Black - Carrier Locked - Verizon,3.8,11,899.99,0.0
Samsung,Samsung Galaxy S9 Plus Verizon + GSM Unlocked 64GB Midnight Black (Renewed),4.2,355,374.95,0.0
Samsung,"Samsung Galaxy S7 Edge G935v 32GB Smartphone for Verizon Wireless CDMA, Coral Blue (Renewed)",3.6,27,179.0,0.0
Samsung,Samsung Galaxy Note 8 SM-N950U 64GB AT&T - Orchid Grey,4.4,54,440.99,0.0
Samsung,Samsung B690 convoy 4-verizon wireless (Renewed),2.7,13,58.99,0.0
Samsung,"Samsung Galaxy S9 Sm-G9600 Dual Sim 5.8"" Super Amoled, 64GB, 4 GB RAM, Factory Unlocked - No Warranty Midnight Black",3.9,95,503.09,0.0
Samsung,"Samsung Galaxy S8 Active (G892A) AT&T Military-Grade Durable Smartphone w/ 5.8"" Shatter-Resistant Glass, Meteor Gray",3.9,94,800.0,0.0
HUAWEI,"Huawei Y6 2018 ATU-LX3 5.7"" FullView Display 16GB 2GB RAM Dual SIM 13 MP + 2 MP 4128 x 3096 Pixels Dual-LED Flash A-GPS Fingerprint Factory Unlocked No Warranty US (Gold)",3.7,27,169.99,0.0
Motorola,Motorola Z3 Play & Moto Power Pack - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - 64GB - Deep Indigo (US Warranty) - PA9S0000US,4.1,84,229.99,499.99
Samsung,Samsung Galaxy J7 V Verizon Wireless - Silver (Renewed),3.1,4,119.95,0.0
Sony,Sony Xperia XZ2 H8216 Used Like New 64GB 5.7' US & Latin 4G LTE Factory Unlocked Smartphone (Deep Green),4.5,6,362.75,0.0
Google,Google Pixel 2 XL - 64GB Smartphone - Verizon - Just Black,3.5,2,0.0,0.0
Samsung,Samsung Galaxy S9+ 64GB Unlocked GSM 4G LTE Phone - Lilac Purple (Renewed),4.1,1,321.99,0.0
Samsung,Samsung Galaxy S9 Unlocked - 64gb - Midnight Black (Renewed),4.0,1,304.53,449.99
HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",4.4,602,389.94,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 64GB Platinum Gold - T-Mobile,4.1,2,0.0,0.0
HUAWEI,Router Hotspot 4G LTE Unlocked GSM (LTE USA AT&T T-mobile Metro Pcs Cricket Latin & Caribbean) Huawei E5573s-508 up to 10 wifi users CAT4,3.5,48,78.9,0.0
Apple,"Apple iPhone 8 Plus, 64GB, Space Gray - For Verizon (Renewed)",4.2,1,373.53,0.0
Samsung,Samsung Galaxy J3 (2016) J320V Verizon CDMA 4G LTE Quad-Core Phone w/ 8MP Camera- Black (Renewed),3.2,18,0.0,0.0
Motorola,"Motorola Moto G6 (32GB, 3GB RAM) Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1925-2 (Deep Indigo)",3.8,212,118.96,118.97
Motorola,"Motorola Moto G6 Plus - 64GB - 5.9"" FHD+, Dual SIM 4G LTE GSM Factory Unlocked Smartphone International Model XT1926-7 (Deep Indigo)",4.1,185,174.94,184.99
Motorola,"Motorola Moto G6 Play 32GB - Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Version XT1922-5 (Deep Indigo)",3.8,115,167.0,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - White Pearl (Renewed),2.1,10,151.9,0.0
ASUS,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2” FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Midnight Blue,4.3,97,499.0,0.0
HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",4.3,558,229.99,0.0
Google,Google Pixel 2 XL 64GB Smartphone - Verizon - Just Black (Renewed),4.2,28,203.51,219.0
Apple,"Apple iPhone 7 Plus, 128GB, Rose Gold - Fully Unlocked (Renewed)",3.9,2,295.0,0.0
Apple,Apple iPad Pro 9.7in 256GB Gold WiFi + 4G Cellular ( )(Renewed),4.4,1,0.0,0.0
Apple,"Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",3.9,436,476.0,0.0
OnePlus,"OnePlus Factory Unlocked Phone - 6.28"" Screen - 64GB - Mirror Black",1.0,1,426.17,0.0
OnePlus,"OnePlus 6 A6000 64GB/6GB Mirror Black - Dual Back Cameras, Face & Fingerprint Identification, 6.28"", Android 8.1 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA",4.4,59,479.0,0.0
Nokia,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - White - U.S. Warranty",3.5,64,109.0,0.0
Nokia,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue - U.S. Warranty",3.9,77,159.0,0.0
Sony,"Sony Xperia XZ2 Premium Unlocked Smartphone - Dual SIM - 5.8"" 4K HDR Screen - 64GB - Chrome Black (US Warranty)",4.1,75,629.99,0.0
Samsung,Samsung Galaxy S8+ Plus 64GB Sprint (Midnight Black) (Renewed),4.3,6,289.0,0.0
Samsung,Samsung Galaxy A30 Single SIM 32GB (SM-A305G) Unlocked Phone GSM International Version - Blue,5.0,1,229.99,0.0
Samsung,Samsung Galaxy S8+ Plus 64GB T-Mobile GSM Unlocked (Renewed) (Orchid Gray),4.2,89,289.0,0.0
HUAWEI,"Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45"" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Gold)",4.0,52,89.96,0.0
Xiaomi,"Xiaomi Redmi S2 (32GB 3GB RAM) with AI Smart Selfie & Dual Rear Cameras,5.99""Display,Dual SIM Unlocked,Global Version,No Warranty (Gold)",5.0,1,139.99,155.0
Samsung,"Samsung Galaxy J6 Infinity (64GB, 4GB RAM) 5.6"" HD+ Display J600G/DS, 4G LTE Dual SIM GSM Factory Unlocked, International Version, No Warranty (Blue)",3.8,38,0.0,0.0
Apple,"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",5.0,10,249.99,299.95
Sony,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone International Model - (Gold)",4.0,1,179.99,0.0
Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",4.2,453,159.49,0.0
Motorola,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",2.0,4,154.97,0.0
Nokia,"Nokia 8110 (TA-1059) 512MB/4GB 2.45-inches Factory Unlocked, International Stock (Yellow)",2.9,22,61.99,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile,3.7,9,344.91,0.0
Samsung,Samsung Galaxy Note 5 N920A 64GB - Gold Platinum (AT&T),4.0,12,0.0,0.0
Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",4.1,873,781.05,999.99
Samsung,"Samsung Galaxy Note9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Ocean Blue)",3.0,9,599.99,0.0
Apple,"Apple iPhone 8, AT&T, 64GB - Red (Renewed)",4.0,16,320.0,499.99
Motorola,"Motorola e5 Play 16GB Smartphone , Black",3.8,52,0.0,0.0
Xiaomi,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",4.2,20,137.57,0.0
